dataset;measure;classification-measure;test-type;value
San Francisco cab (Airport <-> Mall);HCSSClassifierTest;false-discovery-rate;cross-validation;0.3826211275089396
San Francisco cab (Airport <-> Mall);CVTIClassifierTest;accuracy;holdout;0.6551724137931034
San Francisco cab (Airport <-> Mall);CVTIClassifierTest;accuracy;cross-validation;0.4526684636118598
San Francisco cab (Airport <-> Mall);CVTIClassifierTest;precision;holdout;0.6551724137931034
San Francisco cab (Airport <-> Mall);CVTIClassifierTest;recall;holdout;1.0
San Francisco cab (Airport <-> Mall);CVTIClassifierTest;f-measure;holdout;0.7916666666666666
San Francisco cab (Airport <-> Mall);CVTIClassifierTest;specificity;holdout;0.0
San Francisco cab (Airport <-> Mall);CVTIClassifierTest;fall-out;holdout;1.0
San Francisco cab (Airport <-> Mall);CVTIClassifierTest;false-discovery-rate;holdout;0.3448275862068966
San Francisco cab (Airport <-> Mall);CVTIClassifierTest;precision;cross-validation;0.9295238095238094
San Francisco cab (Airport <-> Mall);CVTIClassifierTest;recall;cross-validation;0.2
San Francisco cab (Airport <-> Mall);CVTIClassifierTest;f-measure;cross-validation;0.15722543352601157
San Francisco cab (Airport <-> Mall);CVTIClassifierTest;specificity;cross-validation;0.8
San Francisco cab (Airport <-> Mall);CVTIClassifierTest;fall-out;cross-validation;0.2
San Francisco cab (Airport <-> Mall);CVTIClassifierTest;false-discovery-rate;cross-validation;0.07047619047619048
San Francisco cab (Airport <-> Mall);wDFClassifierTest;accuracy;holdout;0.7873563218390804
San Francisco cab (Airport <-> Mall);wDFClassifierTest;accuracy;cross-validation;0.8040970350404312
San Francisco cab (Airport <-> Mall);wDFClassifierTest;precision;holdout;0.8347826086956521
San Francisco cab (Airport <-> Mall);wDFClassifierTest;recall;holdout;0.8421052631578947
San Francisco cab (Airport <-> Mall);wDFClassifierTest;f-measure;holdout;0.8384279475982531
San Francisco cab (Airport <-> Mall);wDFClassifierTest;specificity;holdout;0.6833333333333333
San Francisco cab (Airport <-> Mall);wDFClassifierTest;fall-out;holdout;0.31666666666666665
San Francisco cab (Airport <-> Mall);wDFClassifierTest;false-discovery-rate;holdout;0.16521739130434782
San Francisco cab (Airport <-> Mall);wDFClassifierTest;precision;cross-validation;0.844291495807183
San Francisco cab (Airport <-> Mall);wDFClassifierTest;recall;cross-validation;0.8371360196851665
San Francisco cab (Airport <-> Mall);wDFClassifierTest;f-measure;cross-validation;0.8396126101207418
San Francisco cab (Airport <-> Mall);wDFClassifierTest;specificity;cross-validation;0.7395225263774685
San Francisco cab (Airport <-> Mall);wDFClassifierTest;fall-out;cross-validation;0.2604774736225314
San Francisco cab (Airport <-> Mall);wDFClassifierTest;false-discovery-rate;cross-validation;0.15570850419281707
San Francisco cab (Airport <-> Mall);SWALEClassifierTest;accuracy;holdout;0.5
San Francisco cab (Airport <-> Mall);SWALEClassifierTest;accuracy;cross-validation;0.6216711590296496
San Francisco cab (Airport <-> Mall);SWALEClassifierTest;precision;holdout;0.6216216216216216
San Francisco cab (Airport <-> Mall);SWALEClassifierTest;recall;holdout;0.6052631578947368
San Francisco cab (Airport <-> Mall);SWALEClassifierTest;f-measure;holdout;0.6133333333333333
San Francisco cab (Airport <-> Mall);SWALEClassifierTest;specificity;holdout;0.3
San Francisco cab (Airport <-> Mall);SWALEClassifierTest;fall-out;holdout;0.7
San Francisco cab (Airport <-> Mall);SWALEClassifierTest;false-discovery-rate;holdout;0.3783783783783784
San Francisco cab (Airport <-> Mall);SWALEClassifierTest;precision;cross-validation;0.6371202889104532
San Francisco cab (Airport <-> Mall);SWALEClassifierTest;recall;cross-validation;0.6947731341326027
San Francisco cab (Airport <-> Mall);SWALEClassifierTest;f-measure;cross-validation;0.6621501066197371
San Francisco cab (Airport <-> Mall);SWALEClassifierTest;specificity;cross-validation;0.34573064720689883
San Francisco cab (Airport <-> Mall);SWALEClassifierTest;fall-out;cross-validation;0.6542693527931011
San Francisco cab (Airport <-> Mall);SWALEClassifierTest;false-discovery-rate;cross-validation;0.36287971108954675
San Francisco cab (Airport <-> Mall);LiuSchneiderClassifierTest;accuracy;holdout;0.5459770114942529
San Francisco cab (Airport <-> Mall);LiuSchneiderClassifierTest;accuracy;cross-validation;0.47511230907457314
San Francisco cab (Airport <-> Mall);LiuSchneiderClassifierTest;precision;holdout;0.8571428571428571
San Francisco cab (Airport <-> Mall);LiuSchneiderClassifierTest;recall;holdout;0.3684210526315789
San Francisco cab (Airport <-> Mall);LiuSchneiderClassifierTest;f-measure;holdout;0.5153374233128835
San Francisco cab (Airport <-> Mall);LiuSchneiderClassifierTest;specificity;holdout;0.8833333333333333
San Francisco cab (Airport <-> Mall);LiuSchneiderClassifierTest;fall-out;holdout;0.1166666666666667
San Francisco cab (Airport <-> Mall);LiuSchneiderClassifierTest;false-discovery-rate;holdout;0.14285714285714285
San Francisco cab (Airport <-> Mall);LiuSchneiderClassifierTest;precision;cross-validation;0.7705860805860807
San Francisco cab (Airport <-> Mall);LiuSchneiderClassifierTest;recall;cross-validation;0.406666001098188
San Francisco cab (Airport <-> Mall);LiuSchneiderClassifierTest;f-measure;cross-validation;0.46776960480433194
San Francisco cab (Airport <-> Mall);LiuSchneiderClassifierTest;specificity;cross-validation;0.7198202824133504
San Francisco cab (Airport <-> Mall);LiuSchneiderClassifierTest;fall-out;cross-validation;0.2801797175866496
San Francisco cab (Airport <-> Mall);LiuSchneiderClassifierTest;false-discovery-rate;cross-validation;0.22941391941391945
San Francisco cab (Airport <-> Mall);MSMMoveEllipsesClassifierTest;accuracy;holdout;0.7068965517241379
San Francisco cab (Airport <-> Mall);MSMMoveEllipsesClassifierTest;accuracy;cross-validation;0.6844204851752022
San Francisco cab (Airport <-> Mall);MSMMoveEllipsesClassifierTest;precision;holdout;0.8118811881188119
San Francisco cab (Airport <-> Mall);MSMMoveEllipsesClassifierTest;recall;holdout;0.7192982456140351
San Francisco cab (Airport <-> Mall);MSMMoveEllipsesClassifierTest;f-measure;holdout;0.7627906976744186
San Francisco cab (Airport <-> Mall);MSMMoveEllipsesClassifierTest;specificity;holdout;0.6833333333333333
San Francisco cab (Airport <-> Mall);MSMMoveEllipsesClassifierTest;fall-out;holdout;0.31666666666666665
San Francisco cab (Airport <-> Mall);MSMMoveEllipsesClassifierTest;false-discovery-rate;holdout;0.18811881188118812
San Francisco cab (Airport <-> Mall);MSMMoveEllipsesClassifierTest;precision;cross-validation;0.7845685998458427
San Francisco cab (Airport <-> Mall);MSMMoveEllipsesClassifierTest;recall;cross-validation;0.7421406346195444
San Francisco cab (Airport <-> Mall);MSMMoveEllipsesClassifierTest;f-measure;cross-validation;0.7612272793279794
San Francisco cab (Airport <-> Mall);MSMMoveEllipsesClassifierTest;specificity;cross-validation;0.6584260640614941
San Francisco cab (Airport <-> Mall);MSMMoveEllipsesClassifierTest;fall-out;cross-validation;0.3415739359385059
San Francisco cab (Airport <-> Mall);MSMMoveEllipsesClassifierTest;false-discovery-rate;cross-validation;0.21543140015415724
San Francisco cab (Airport <-> Mall);MSMMovePointsClassifierTest;accuracy;holdout;0.735632183908046
San Francisco cab (Airport <-> Mall);MSMMovePointsClassifierTest;accuracy;cross-validation;0.714806828391734
San Francisco cab (Airport <-> Mall);MSMMovePointsClassifierTest;precision;holdout;0.84
San Francisco cab (Airport <-> Mall);MSMMovePointsClassifierTest;recall;holdout;0.7368421052631579
San Francisco cab (Airport <-> Mall);MSMMovePointsClassifierTest;f-measure;holdout;0.7850467289719626
San Francisco cab (Airport <-> Mall);MSMMovePointsClassifierTest;specificity;holdout;0.7333333333333333
San Francisco cab (Airport <-> Mall);MSMMovePointsClassifierTest;fall-out;holdout;0.2666666666666667
San Francisco cab (Airport <-> Mall);MSMMovePointsClassifierTest;false-discovery-rate;holdout;0.16
San Francisco cab (Airport <-> Mall);MSMMovePointsClassifierTest;precision;cross-validation;0.7960032416722558
San Francisco cab (Airport <-> Mall);MSMMovePointsClassifierTest;recall;cross-validation;0.7583371065193412
San Francisco cab (Airport <-> Mall);MSMMovePointsClassifierTest;f-measure;cross-validation;0.7746583818903728
San Francisco cab (Airport <-> Mall);MSMMovePointsClassifierTest;specificity;cross-validation;0.6727203583557884
San Francisco cab (Airport <-> Mall);MSMMovePointsClassifierTest;fall-out;cross-validation;0.3272796416442116
San Francisco cab (Airport <-> Mall);MSMMovePointsClassifierTest;false-discovery-rate;cross-validation;0.20399675832774428
San Francisco cab (Airport <-> Mall);DTWaClassifierTest;accuracy;holdout;0.7413793103448276
San Francisco cab (Airport <-> Mall);DTWaClassifierTest;accuracy;cross-validation;0.7356873315363881
San Francisco cab (Airport <-> Mall);DTWaClassifierTest;precision;holdout;0.7948717948717948
San Francisco cab (Airport <-> Mall);DTWaClassifierTest;recall;holdout;0.8157894736842105
San Francisco cab (Airport <-> Mall);DTWaClassifierTest;f-measure;holdout;0.8051948051948051
San Francisco cab (Airport <-> Mall);DTWaClassifierTest;specificity;holdout;0.6
San Francisco cab (Airport <-> Mall);DTWaClassifierTest;fall-out;holdout;0.4
San Francisco cab (Airport <-> Mall);DTWaClassifierTest;false-discovery-rate;holdout;0.20512820512820512
San Francisco cab (Airport <-> Mall);DTWaClassifierTest;precision;cross-validation;0.7849653112440997
San Francisco cab (Airport <-> Mall);DTWaClassifierTest;recall;cross-validation;0.7986392256698017
San Francisco cab (Airport <-> Mall);DTWaClassifierTest;f-measure;cross-validation;0.7899283940460411
San Francisco cab (Airport <-> Mall);DTWaClassifierTest;specificity;cross-validation;0.6365853273041976
San Francisco cab (Airport <-> Mall);DTWaClassifierTest;fall-out;cross-validation;0.3634146726958023
San Francisco cab (Airport <-> Mall);DTWaClassifierTest;false-discovery-rate;cross-validation;0.21503468875590026
Patel's Vehicle_urban;MSMMoveDistanceClassifierTest;accuracy;holdout;0.976
Patel's Vehicle_urban;MSMMoveDistanceClassifierTest;accuracy;cross-validation;0.9868016877637131
Patel's Vehicle_urban;MSMMoveDistanceClassifierTest;precision;holdout;0.975
Patel's Vehicle_urban;MSMMoveDistanceClassifierTest;recall;holdout;0.9512195121951219
Patel's Vehicle_urban;MSMMoveDistanceClassifierTest;f-measure;holdout;0.9629629629629629
Patel's Vehicle_urban;MSMMoveDistanceClassifierTest;specificity;holdout;0.9880952380952381
Patel's Vehicle_urban;MSMMoveDistanceClassifierTest;fall-out;holdout;0.011904761904761862
Patel's Vehicle_urban;MSMMoveDistanceClassifierTest;false-discovery-rate;holdout;0.025
Patel's Vehicle_urban;MSMMoveDistanceClassifierTest;precision;cross-validation;0.9777089783281735
Patel's Vehicle_urban;MSMMoveDistanceClassifierTest;recall;cross-validation;0.9526245280720985
Patel's Vehicle_urban;MSMMoveDistanceClassifierTest;f-measure;cross-validation;0.9639983515596608
Patel's Vehicle_urban;MSMMoveDistanceClassifierTest;specificity;cross-validation;0.9930429522081065
Patel's Vehicle_urban;MSMMoveDistanceClassifierTest;fall-out;cross-validation;0.006957047791893545
Patel's Vehicle_urban;MSMMoveDistanceClassifierTest;false-discovery-rate;cross-validation;0.022291021671826623
Patel's Vehicle_urban;MSMMoveAngleClassifierTest;accuracy;holdout;0.968
Patel's Vehicle_urban;MSMMoveAngleClassifierTest;accuracy;cross-validation;0.9894683544303797
Patel's Vehicle_urban;MSMMoveAngleClassifierTest;precision;holdout;0.9743589743589743
Patel's Vehicle_urban;MSMMoveAngleClassifierTest;recall;holdout;0.926829268292683
Patel's Vehicle_urban;MSMMoveAngleClassifierTest;f-measure;holdout;0.9500000000000001
Patel's Vehicle_urban;MSMMoveAngleClassifierTest;specificity;holdout;0.9880952380952381
Patel's Vehicle_urban;MSMMoveAngleClassifierTest;fall-out;holdout;0.011904761904761862
Patel's Vehicle_urban;MSMMoveAngleClassifierTest;false-discovery-rate;holdout;0.02564102564102564
Patel's Vehicle_urban;MSMMoveAngleClassifierTest;precision;cross-validation;0.9777089783281735
Patel's Vehicle_urban;MSMMoveAngleClassifierTest;recall;cross-validation;0.9534526854219949
Patel's Vehicle_urban;MSMMoveAngleClassifierTest;f-measure;cross-validation;0.9637822696646225
Patel's Vehicle_urban;MSMMoveAngleClassifierTest;specificity;cross-validation;0.9930429522081065
Patel's Vehicle_urban;MSMMoveAngleClassifierTest;fall-out;cross-validation;0.006957047791893545
Patel's Vehicle_urban;MSMMoveAngleClassifierTest;false-discovery-rate;cross-validation;0.022291021671826623
Patel's Vehicle_urban;MSMClassifierTest;accuracy;holdout;0.328
Patel's Vehicle_urban;MSMClassifierTest;accuracy;cross-validation;0.35250632911392404
Patel's Vehicle_urban;MSMClassifierTest;precision;holdout;0.328
Patel's Vehicle_urban;MSMClassifierTest;recall;holdout;1.0
Patel's Vehicle_urban;MSMClassifierTest;f-measure;holdout;0.4939759036144578
Patel's Vehicle_urban;MSMClassifierTest;specificity;holdout;0.0
Patel's Vehicle_urban;MSMClassifierTest;fall-out;holdout;1.0
Patel's Vehicle_urban;MSMClassifierTest;false-discovery-rate;holdout;0.672
Patel's Vehicle_urban;MSMClassifierTest;precision;cross-validation;1.0
Patel's Vehicle_urban;MSMClassifierTest;recall;cross-validation;0.0
Patel's Vehicle_urban;MSMClassifierTest;f-measure;cross-validation;0.0
Patel's Vehicle_urban;MSMClassifierTest;specificity;cross-validation;1.0
Patel's Vehicle_urban;MSMClassifierTest;fall-out;cross-validation;0.0
Patel's Vehicle_urban;MSMClassifierTest;false-discovery-rate;cross-validation;0.0
Patel's Vehicle_urban;DTWClassifierTest;accuracy;holdout;0.736
Patel's Vehicle_urban;DTWClassifierTest;accuracy;cross-validation;0.7023122362869197
Patel's Vehicle_urban;DTWClassifierTest;precision;holdout;0.5645161290322581
Patel's Vehicle_urban;DTWClassifierTest;recall;holdout;0.8536585365853658
Patel's Vehicle_urban;DTWClassifierTest;f-measure;holdout;0.6796116504854369
Patel's Vehicle_urban;DTWClassifierTest;specificity;holdout;0.6785714285714286
Patel's Vehicle_urban;DTWClassifierTest;fall-out;holdout;0.3214285714285714
Patel's Vehicle_urban;DTWClassifierTest;false-discovery-rate;holdout;0.43548387096774194
Patel's Vehicle_urban;DTWClassifierTest;precision;cross-validation;0.5834765234765235
Patel's Vehicle_urban;DTWClassifierTest;recall;cross-validation;0.23847413361479855
Patel's Vehicle_urban;DTWClassifierTest;f-measure;cross-validation;0.3272874493927126
Patel's Vehicle_urban;DTWClassifierTest;specificity;cross-validation;0.931337563256801
Patel's Vehicle_urban;DTWClassifierTest;fall-out;cross-validation;0.06866243674319898
Patel's Vehicle_urban;DTWClassifierTest;false-discovery-rate;cross-validation;0.41652347652347654
Patel's Vehicle_urban;EDRClassifierTest;accuracy;holdout;0.688
Patel's Vehicle_urban;EDRClassifierTest;accuracy;cross-validation;0.7248270042194094
Patel's Vehicle_urban;EDRClassifierTest;precision;holdout;1.0
Patel's Vehicle_urban;EDRClassifierTest;recall;holdout;0.04878048780487805
Patel's Vehicle_urban;EDRClassifierTest;f-measure;holdout;0.09302325581395349
Patel's Vehicle_urban;EDRClassifierTest;specificity;holdout;1.0
Patel's Vehicle_urban;EDRClassifierTest;fall-out;holdout;0.0
Patel's Vehicle_urban;EDRClassifierTest;false-discovery-rate;holdout;0.0
Patel's Vehicle_urban;EDRClassifierTest;precision;cross-validation;1.0
Patel's Vehicle_urban;EDRClassifierTest;recall;cross-validation;0.029629629629629627
Patel's Vehicle_urban;EDRClassifierTest;f-measure;cross-validation;0.054285714285714284
Patel's Vehicle_urban;EDRClassifierTest;specificity;cross-validation;1.0
Patel's Vehicle_urban;EDRClassifierTest;fall-out;cross-validation;0.0
Patel's Vehicle_urban;EDRClassifierTest;false-discovery-rate;cross-validation;0.0
Patel's Vehicle_urban;ERPClassifierTest;accuracy;holdout;0.736
Patel's Vehicle_urban;ERPClassifierTest;accuracy;cross-validation;0.7339071729957807
Patel's Vehicle_urban;ERPClassifierTest;precision;holdout;0.5740740740740741
Patel's Vehicle_urban;ERPClassifierTest;recall;holdout;0.7560975609756098
Patel's Vehicle_urban;ERPClassifierTest;f-measure;holdout;0.6526315789473683
Patel's Vehicle_urban;ERPClassifierTest;specificity;holdout;0.7261904761904762
Patel's Vehicle_urban;ERPClassifierTest;fall-out;holdout;0.27380952380952384
Patel's Vehicle_urban;ERPClassifierTest;false-discovery-rate;holdout;0.42592592592592593
Patel's Vehicle_urban;ERPClassifierTest;precision;cross-validation;0.6558823529411765
Patel's Vehicle_urban;ERPClassifierTest;recall;cross-validation;0.37158283603296394
Patel's Vehicle_urban;ERPClassifierTest;f-measure;cross-validation;0.46223248214014284
Patel's Vehicle_urban;ERPClassifierTest;specificity;cross-validation;0.9235276889541861
Patel's Vehicle_urban;ERPClassifierTest;fall-out;cross-validation;0.0764723110458138
Patel's Vehicle_urban;ERPClassifierTest;false-discovery-rate;cross-validation;0.34411764705882353
Patel's Vehicle_urban;LCSSClassifierTest;accuracy;holdout;0.96
Patel's Vehicle_urban;LCSSClassifierTest;accuracy;cross-validation;0.9737383966244726
Patel's Vehicle_urban;LCSSClassifierTest;precision;holdout;1.0
Patel's Vehicle_urban;LCSSClassifierTest;recall;holdout;0.8780487804878049
Patel's Vehicle_urban;LCSSClassifierTest;f-measure;holdout;0.9350649350649352
Patel's Vehicle_urban;LCSSClassifierTest;specificity;holdout;1.0
Patel's Vehicle_urban;LCSSClassifierTest;fall-out;holdout;0.0
Patel's Vehicle_urban;LCSSClassifierTest;false-discovery-rate;holdout;0.0
Patel's Vehicle_urban;LCSSClassifierTest;precision;cross-validation;0.9888888888888889
Patel's Vehicle_urban;LCSSClassifierTest;recall;cross-validation;0.9239475500345066
Patel's Vehicle_urban;LCSSClassifierTest;f-measure;cross-validation;0.9534733893557423
Patel's Vehicle_urban;LCSSClassifierTest;specificity;cross-validation;0.9965517241379309
Patel's Vehicle_urban;LCSSClassifierTest;fall-out;cross-validation;0.0034482758620689724
Patel's Vehicle_urban;LCSSClassifierTest;false-discovery-rate;cross-validation;0.01111111111111111
Patel's Vehicle_urban;MSTPClassifierTest;accuracy;holdout;0.328
Patel's Vehicle_urban;MSTPClassifierTest;accuracy;cross-validation;0.35250632911392404
Patel's Vehicle_urban;MSTPClassifierTest;precision;holdout;0.328
Patel's Vehicle_urban;MSTPClassifierTest;recall;holdout;1.0
Patel's Vehicle_urban;MSTPClassifierTest;f-measure;holdout;0.4939759036144578
Patel's Vehicle_urban;MSTPClassifierTest;specificity;holdout;0.0
Patel's Vehicle_urban;MSTPClassifierTest;fall-out;holdout;1.0
Patel's Vehicle_urban;MSTPClassifierTest;false-discovery-rate;holdout;0.672
Patel's Vehicle_urban;MSTPClassifierTest;precision;cross-validation;1.0
Patel's Vehicle_urban;MSTPClassifierTest;recall;cross-validation;0.0
Patel's Vehicle_urban;MSTPClassifierTest;f-measure;cross-validation;0.0
Patel's Vehicle_urban;MSTPClassifierTest;specificity;cross-validation;1.0
Patel's Vehicle_urban;MSTPClassifierTest;fall-out;cross-validation;0.0
Patel's Vehicle_urban;MSTPClassifierTest;false-discovery-rate;cross-validation;0.0
Patel's Vehicle_urban;HCSSClassifierTest;accuracy;holdout;0.896
Patel's Vehicle_urban;HCSSClassifierTest;accuracy;cross-validation;0.8864135021097047
Patel's Vehicle_urban;HCSSClassifierTest;precision;holdout;0.9666666666666667
Patel's Vehicle_urban;HCSSClassifierTest;recall;holdout;0.7073170731707317
Patel's Vehicle_urban;HCSSClassifierTest;f-measure;holdout;0.8169014084507042
Patel's Vehicle_urban;HCSSClassifierTest;specificity;holdout;0.9880952380952381
Patel's Vehicle_urban;HCSSClassifierTest;fall-out;holdout;0.011904761904761862
Patel's Vehicle_urban;HCSSClassifierTest;false-discovery-rate;holdout;0.03333333333333333
Patel's Vehicle_urban;HCSSClassifierTest;precision;cross-validation;0.9818181818181818
Patel's Vehicle_urban;HCSSClassifierTest;recall;cross-validation;0.6127011190949809
Patel's Vehicle_urban;HCSSClassifierTest;f-measure;cross-validation;0.7475189786059352
Patel's Vehicle_urban;HCSSClassifierTest;specificity;cross-validation;0.9965517241379309
Patel's Vehicle_urban;HCSSClassifierTest;fall-out;cross-validation;0.0034482758620689724
Patel's Vehicle_urban;HCSSClassifierTest;false-discovery-rate;cross-validation;0.01818181818181818
Patel's Vehicle_urban;CVTIClassifierTest;accuracy;holdout;0.328
Patel's Vehicle_urban;CVTIClassifierTest;accuracy;cross-validation;0.35250632911392404
Patel's Vehicle_urban;CVTIClassifierTest;precision;holdout;0.328
Patel's Vehicle_urban;CVTIClassifierTest;recall;holdout;1.0
Patel's Vehicle_urban;CVTIClassifierTest;f-measure;holdout;0.4939759036144578
Patel's Vehicle_urban;CVTIClassifierTest;specificity;holdout;0.0
Patel's Vehicle_urban;CVTIClassifierTest;fall-out;holdout;1.0
Patel's Vehicle_urban;CVTIClassifierTest;false-discovery-rate;holdout;0.672
Patel's Vehicle_urban;CVTIClassifierTest;precision;cross-validation;1.0
Patel's Vehicle_urban;CVTIClassifierTest;recall;cross-validation;0.0
Patel's Vehicle_urban;CVTIClassifierTest;f-measure;cross-validation;0.0
Patel's Vehicle_urban;CVTIClassifierTest;specificity;cross-validation;1.0
Patel's Vehicle_urban;CVTIClassifierTest;fall-out;cross-validation;0.0
Patel's Vehicle_urban;CVTIClassifierTest;false-discovery-rate;cross-validation;0.0
Patel's Vehicle_urban;wDFClassifierTest;accuracy;holdout;0.752
Patel's Vehicle_urban;wDFClassifierTest;accuracy;cross-validation;0.8074936708860759
Patel's Vehicle_urban;wDFClassifierTest;precision;holdout;0.625
Patel's Vehicle_urban;wDFClassifierTest;recall;holdout;0.6097560975609756
Patel's Vehicle_urban;wDFClassifierTest;f-measure;holdout;0.6172839506172839
Patel's Vehicle_urban;wDFClassifierTest;specificity;holdout;0.8214285714285714
Patel's Vehicle_urban;wDFClassifierTest;fall-out;holdout;0.1785714285714286
Patel's Vehicle_urban;wDFClassifierTest;false-discovery-rate;holdout;0.375
Patel's Vehicle_urban;wDFClassifierTest;precision;cross-validation;0.6425928457507405
Patel's Vehicle_urban;wDFClassifierTest;recall;cross-validation;0.6288731917887929
Patel's Vehicle_urban;wDFClassifierTest;f-measure;cross-validation;0.6270334928229666
Patel's Vehicle_urban;wDFClassifierTest;specificity;cross-validation;0.8605164731752752
Patel's Vehicle_urban;wDFClassifierTest;fall-out;cross-validation;0.13948352682472467
Patel's Vehicle_urban;wDFClassifierTest;false-discovery-rate;cross-validation;0.3574071542492595
Patel's Vehicle_urban;SWALEClassifierTest;accuracy;holdout;0.984
Patel's Vehicle_urban;SWALEClassifierTest;accuracy;cross-validation;0.9920000000000002
Patel's Vehicle_urban;SWALEClassifierTest;precision;holdout;0.975609756097561
Patel's Vehicle_urban;SWALEClassifierTest;recall;holdout;0.975609756097561
Patel's Vehicle_urban;SWALEClassifierTest;f-measure;holdout;0.975609756097561
Patel's Vehicle_urban;SWALEClassifierTest;specificity;holdout;0.9880952380952381
Patel's Vehicle_urban;SWALEClassifierTest;fall-out;holdout;0.011904761904761862
Patel's Vehicle_urban;SWALEClassifierTest;false-discovery-rate;holdout;0.024390243902439025
Patel's Vehicle_urban;SWALEClassifierTest;precision;cross-validation;0.9800000000000001
Patel's Vehicle_urban;SWALEClassifierTest;recall;cross-validation;0.9826086956521738
Patel's Vehicle_urban;SWALEClassifierTest;f-measure;cross-validation;0.9803827751196172
Patel's Vehicle_urban;SWALEClassifierTest;specificity;cross-validation;0.9929824561403509
Patel's Vehicle_urban;SWALEClassifierTest;fall-out;cross-validation;0.007017543859649122
Patel's Vehicle_urban;SWALEClassifierTest;false-discovery-rate;cross-validation;0.02
Patel's Vehicle_urban;LiuSchneiderClassifierTest;accuracy;holdout;0.728
Patel's Vehicle_urban;LiuSchneiderClassifierTest;accuracy;cross-validation;0.7697552742616034
Patel's Vehicle_urban;LiuSchneiderClassifierTest;precision;holdout;0.6296296296296297
Patel's Vehicle_urban;LiuSchneiderClassifierTest;recall;holdout;0.4146341463414634
Patel's Vehicle_urban;LiuSchneiderClassifierTest;f-measure;holdout;0.5
Patel's Vehicle_urban;LiuSchneiderClassifierTest;specificity;holdout;0.8809523809523809
Patel's Vehicle_urban;LiuSchneiderClassifierTest;fall-out;holdout;0.11904761904761907
Patel's Vehicle_urban;LiuSchneiderClassifierTest;false-discovery-rate;holdout;0.37037037037037035
Patel's Vehicle_urban;LiuSchneiderClassifierTest;precision;cross-validation;0.7248989898989897
Patel's Vehicle_urban;LiuSchneiderClassifierTest;recall;cross-validation;0.43470141679860347
Patel's Vehicle_urban;LiuSchneiderClassifierTest;f-measure;cross-validation;0.5330842086984533
Patel's Vehicle_urban;LiuSchneiderClassifierTest;specificity;cross-validation;0.9449357349311978
Patel's Vehicle_urban;LiuSchneiderClassifierTest;fall-out;cross-validation;0.055064265068802284
Patel's Vehicle_urban;LiuSchneiderClassifierTest;false-discovery-rate;cross-validation;0.27510101010101007
Patel's Vehicle_urban;MSMMoveEllipsesClassifierTest;accuracy;holdout;0.984
Patel's Vehicle_urban;MSMMoveEllipsesClassifierTest;accuracy;cross-validation;0.9841350210970464
Patel's Vehicle_urban;MSMMoveEllipsesClassifierTest;precision;holdout;1.0
Patel's Vehicle_urban;MSMMoveEllipsesClassifierTest;recall;holdout;0.9512195121951219
Patel's Vehicle_urban;MSMMoveEllipsesClassifierTest;f-measure;holdout;0.975
Patel's Vehicle_urban;MSMMoveEllipsesClassifierTest;specificity;holdout;1.0
Patel's Vehicle_urban;MSMMoveEllipsesClassifierTest;fall-out;holdout;0.0
Patel's Vehicle_urban;MSMMoveEllipsesClassifierTest;false-discovery-rate;holdout;0.0
Patel's Vehicle_urban;MSMMoveEllipsesClassifierTest;precision;cross-validation;0.967251461988304
Patel's Vehicle_urban;MSMMoveEllipsesClassifierTest;recall;cross-validation;0.9534526854219949
Patel's Vehicle_urban;MSMMoveEllipsesClassifierTest;f-measure;cross-validation;0.9584041184041183
Patel's Vehicle_urban;MSMMoveEllipsesClassifierTest;specificity;cross-validation;0.9895946763460376
Patel's Vehicle_urban;MSMMoveEllipsesClassifierTest;fall-out;cross-validation;0.010405323653962495
Patel's Vehicle_urban;MSMMoveEllipsesClassifierTest;false-discovery-rate;cross-validation;0.0327485380116959
Patel's Vehicle_urban;MSMMovePointsClassifierTest;accuracy;holdout;0.984
Patel's Vehicle_urban;MSMMovePointsClassifierTest;accuracy;cross-validation;0.9868016877637131
Patel's Vehicle_urban;MSMMovePointsClassifierTest;precision;holdout;1.0
Patel's Vehicle_urban;MSMMovePointsClassifierTest;recall;holdout;0.9512195121951219
Patel's Vehicle_urban;MSMMovePointsClassifierTest;f-measure;holdout;0.975
Patel's Vehicle_urban;MSMMovePointsClassifierTest;specificity;holdout;1.0
Patel's Vehicle_urban;MSMMovePointsClassifierTest;fall-out;holdout;0.0
Patel's Vehicle_urban;MSMMovePointsClassifierTest;false-discovery-rate;holdout;0.0
Patel's Vehicle_urban;MSMMovePointsClassifierTest;precision;cross-validation;0.9777089783281735
Patel's Vehicle_urban;MSMMovePointsClassifierTest;recall;cross-validation;0.9534526854219949
Patel's Vehicle_urban;MSMMovePointsClassifierTest;f-measure;cross-validation;0.9637822696646225
Patel's Vehicle_urban;MSMMovePointsClassifierTest;specificity;cross-validation;0.9930429522081065
Patel's Vehicle_urban;MSMMovePointsClassifierTest;fall-out;cross-validation;0.006957047791893545
Patel's Vehicle_urban;MSMMovePointsClassifierTest;false-discovery-rate;cross-validation;0.022291021671826623
Patel's Vehicle_urban;DTWaClassifierTest;accuracy;holdout;0.728
Patel's Vehicle_urban;DTWaClassifierTest;accuracy;cross-validation;0.7073755274261604
Patel's Vehicle_urban;DTWaClassifierTest;precision;holdout;0.5555555555555556
Patel's Vehicle_urban;DTWaClassifierTest;recall;holdout;0.8536585365853658
